Idade,Saiu_da_empresa,Viagens,Departamento,Distancia_de_casa,Educacao,Area_de_formacao,ID_funcionario,Genero,Nivel_posicao,Cargo,Estado_Civel,Renda_mensal,Num_empresas_trabalhou,Aumento_salarial_ultimo_ano_em_%,Nivel_opcao_acoes,Experiencia_anos,Qtd_treinamento_ultimo_ano,Anos_na_empresa,Anos_da_ultima_promocao,Anos_com_mesmo_Gerente
40,Nao,Raramente,Vendas,4,3,Medica,3642,Masculino,2,Executivo de vendas,Solteiro,94340,1,13,1,9,3,9,8,8
41,Nao,Frequente,Vendas,1,4,Outras,3643,Feminino,2,Representante de Saude,Divorciado,55610,0,11,0,10,2,9,1,7
35,Nao,Frequente,Vendas,1,2,Formacao Tecnica,3644,Masculino,2,Gerente,Solteiro,66460,1,13,1,9,2,9,1,1
51,Nao,Raramente,Vendas,18,2,Ciencias da Vida,3645,Masculino,4,Diretor de Manufatura,Divorciado,77250,1,13,1,33,2,33,0,10
38,Nao,Raramente,Vendas,2,4,Ciencias da Vida,3646,Feminino,1,Pesquisador,Divorciado,107250,3,18,0,11,5,7,1,7
34,Nao,Raramente,Vendas,4,3,Ciencias da Vida,3647,Masculino,2,Pesquisador,Solteiro,88470,1,16,0,10,3,10,9,6
25,Nao,Raramente,Pesquisa e desenvolvimento,6,2,Medica,3648,Feminino,4,Pesquisador,Casado,20450,3,19,0,7,3,3,1,2
58,Sim,Raramente,Vendas,1,4,Formacao Tecnica,3649,Masculino,2,Executivo de vendas,Casado,10090,7,13,2,31,3,10,5,9
40,Nao,Raramente,Pesquisa e desenvolvimento,14,4,Medica,3650,Feminino,1,Pesquisador,Casado,33480,3,22,0,7,2,4,0,3
36,Nao,Frequente,Vendas,16,2,Ciencias da Vida,3651,Masculino,1,Pesquisador,Casado,12810,2,11,0,17,2,15,6,13
48,Nao,Raramente,Pesquisa e desenvolvimento,2,1,Ciencias da Vida,3652,Masculino,2,Pesquisador,Solteiro,28190,1,20,0,11,2,10,0,8
27,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,3653,Feminino,2,Tecnico de Laboratorio,Casado,48510,8,18,0,5,2,1,0,0
51,Nao,Raramente,Pesquisa e desenvolvimento,4,1,Medica,3654,Feminino,3,Diretor de Manufatura,Solteiro,40280,3,14,0,29,3,5,0,3
18,Nao,Nao,Pesquisa e desenvolvimento,1,4,Medica,3655,Masculino,2,Executivo de vendas,Solteiro,27200,1,22,1,0,2,0,0,0
35,Nao,Raramente,Pesquisa e desenvolvimento,1,4,Outras,3656,Feminino,2,Diretor de pesquisa,Casado,81200,0,13,0,10,2,9,0,0
27,Nao,Frequente,Pesquisa e desenvolvimento,26,4,Medica,3657,Feminino,1,Diretor de pesquisa,Solteiro,46470,3,17,0,8,3,6,0,0
55,Sim,Raramente,Pesquisa e desenvolvimento,19,3,Formacao Tecnica,3658,Masculino,1,Recursos Humanos,Solteiro,46800,6,14,3,24,0,19,3,8
56,Nao,Raramente,Pesquisa e desenvolvimento,24,4,Ciencias da Vida,3659,Masculino,2,Tecnico de Laboratorio,Casado,32210,4,15,2,33,2,19,15,9
34,Nao,Nao,Vendas,1,2,Ciencias da Vida,3660,Masculino,2,Pesquisador,Divorciado,86210,1,17,1,5,1,5,0,0
40,Nao,Raramente,Pesquisa e desenvolvimento,3,3,Ciencias da Vida,3661,Masculino,2,Executivo de vendas,Divorciado,45770,5,11,1,15,3,12,11,8
34,Nao,Raramente,Pesquisa e desenvolvimento,5,3,Ciencias da Vida,3662,Masculino,1,Pesquisador,Casado,45530,4,18,1,10,2,8,7,7
31,Sim,Frequente,Pesquisa e desenvolvimento,2,2,Medica,3663,Feminino,2,Diretor de Manufatura,Solteiro,53960,7,17,1,3,2,1,0,0
35,Sim,Frequente,Pesquisa e desenvolvimento,1,2,Medica,3664,Masculino,1,Diretor de Manufatura,Casado,67960,0,13,0,5,2,4,3,2
38,Nao,Frequente,Pesquisa e desenvolvimento,7,3,Medica,3665,Feminino,2,Representante de Vendas,Divorciado,76250,1,15,0,4,2,4,0,3
34,Nao,Raramente,Pesquisa e desenvolvimento,10,4,Outras,3666,Feminino,2,Tecnico de Laboratorio,Solteiro,74120,1,24,0,14,4,14,4,11
28,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,3667,Feminino,2,Representante de Saude,Casado,111590,1,12,0,5,2,5,0,4
31,Sim,Raramente,Pesquisa e desenvolvimento,15,2,Ciencias da Vida,3668,Masculino,2,Executivo de vendas,Casado,49600,1,15,0,10,3,10,6,7
39,Nao,Raramente,Pesquisa e desenvolvimento,17,4,Formacao Tecnica,3669,Feminino,2,Representante de Saude,Casado,104750,3,11,1,8,3,5,1,4
51,Nao,Frequente,Pesquisa e desenvolvimento,20,3,Medica,3670,Masculino,2,Executivo de vendas,Casado,148140,2,11,1,14,2,4,3,2
41,Nao,Frequente,Pesquisa e desenvolvimento,1,3,Ciencias da Vida,3671,Masculino,4,Executivo de vendas,Divorciado,191410,3,12,1,12,2,6,3,3
37,Nao,Raramente,Pesquisa e desenvolvimento,2,2,Medica,3672,Feminino,1,Representante de Saude,Casado,54050,7,15,0,8,3,6,1,3
33,Nao,Frequente,Pesquisa e desenvolvimento,2,3,Medica,3673,Feminino,1,Executivo de vendas,Casado,87930,6,17,0,8,2,5,1,2
32,Nao,Raramente,Pesquisa e desenvolvimento,1,4,Medica,3674,Masculino,5,Diretor de pesquisa,Casado,191890,0,12,1,4,3,3,1,2
39,Nao,Nao,Pesquisa e desenvolvimento,29,2,Ciencias da Vida,3675,Masculino,2,Executivo de vendas,Casado,38750,3,15,0,13,3,6,0,5
25,Nao,Raramente,Pesquisa e desenvolvimento,7,4,Ciencias da Vida,3676,Masculino,1,Executivo de vendas,Casado,22160,2,13,3,6,2,3,1,2
52,Nao,Frequente,Pesquisa e desenvolvimento,2,1,Ciencias da Vida,3677,Masculino,2,Executivo de vendas,Casado,117130,2,14,0,24,2,5,0,2
43,Nao,Raramente,Pesquisa e desenvolvimento,2,2,Medica,3678,Masculino,1,Tecnico de Laboratorio,Solteiro,78610,1,14,2,20,1,20,1,8
27,Nao,Raramente,Pesquisa e desenvolvimento,2,4,Ciencias da Vida,3679,Masculino,1,Recursos Humanos,Casado,37080,1,16,2,6,2,6,4,4
27,Sim,Raramente,Pesquisa e desenvolvimento,2,5,Ciencias da Vida,3680,Feminino,1,Pesquisador,Solteiro,137700,1,18,1,8,3,8,7,7
26,Nao,Raramente,Pesquisa e desenvolvimento,2,2,Outras,3681,Masculino,3,Tecnico de Laboratorio,Solteiro,53040,0,20,1,5,2,4,1,1
42,Nao,Raramente,Vendas,23,3,Marketing,3682,Feminino,3,Pesquisador,Casado,26420,0,13,1,21,3,20,0,9
52,Nao,Raramente,Pesquisa e desenvolvimento,5,2,Ciencias da Vida,3683,Feminino,1,Representante de Saude,Casado,27590,9,18,1,12,6,5,0,4
37,Nao,Raramente,Pesquisa e desenvolvimento,20,5,Ciencias da Vida,3684,Masculino,2,Gerente,Solteiro,68040,4,13,1,8,1,3,0,2
35,Nao,Frequente,Pesquisa e desenvolvimento,6,4,Medica,3685,Feminino,2,Diretor de pesquisa,Solteiro,61420,2,15,1,10,2,2,2,2
25,Nao,Raramente,Pesquisa e desenvolvimento,1,4,Medica,3686,Masculino,2,Executivo de vendas,Casado,25000,4,14,2,7,2,3,0,2
26,Nao,Raramente,Pesquisa e desenvolvimento,29,4,Ciencias da Vida,3687,Masculino,1,Pesquisador,Solteiro,63890,0,22,0,8,2,7,0,7
29,Nao,Raramente,Vendas,9,3,Ciencias da Vida,3688,Masculino,1,Tecnico de Laboratorio,Solteiro,111030,1,12,0,10,5,10,0,9
49,Sim,Frequente,Vendas,6,5,Medica,3689,Feminino,2,Representante de Saude,Solteiro,23420,3,18,0,20,2,4,1,3
29,Sim,Frequente,Vendas,3,2,Marketing,3690,Feminino,2,Tecnico de Laboratorio,Solteiro,68110,0,15,1,9,2,8,7,7
54,Nao,Raramente,Vendas,1,3,Medica,3691,Feminino,2,Gerente,Solteiro,22970,6,18,2,29,2,20,12,7
58,Nao,Raramente,Vendas,22,3,Ciencias da Vida,3692,Feminino,2,Tecnico de Laboratorio,Casado,24500,3,12,1,32,2,9,1,5
55,Nao,Raramente,Pesquisa e desenvolvimento,7,3,Ciencias da Vida,3693,Feminino,3,Pesquisador,Divorciado,50930,2,16,1,31,3,7,0,0
36,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Medica,3694,Masculino,2,Executivo de vendas,Solteiro,53090,3,13,0,15,5,5,0,1
31,Sim,Frequente,Vendas,4,3,Ciencias da Vida,3695,Masculino,2,Gerente,Solteiro,30570,1,19,0,1,3,1,0,0
30,Nao,Raramente,Vendas,3,3,Ciencias da Vida,3696,Masculino,3,Executivo de vendas,Divorciado,51210,7,13,0,8,4,3,0,2
31,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Medica,3697,Masculino,1,Tecnico de Laboratorio,Solteiro,168560,3,12,1,9,3,3,1,0
34,Nao,Frequente,Vendas,2,1,Marketing,3698,Feminino,5,Gerente,Divorciado,26860,5,11,0,10,3,4,1,3
31,Sim,Raramente,Vendas,20,3,Formacao Tecnica,3699,Masculino,1,Pesquisador,Solteiro,61800,1,14,1,1,2,1,0,0
27,Nao,Raramente,Recursos Humanos,11,4,Medica,3700,Masculino,4,Executivo de vendas,Casado,66320,0,16,0,6,3,5,1,4
36,Nao,Raramente,Vendas,1,3,Marketing,3701,Masculino,2,Pesquisador,Solteiro,35050,1,12,2,10,2,10,1,8
36,Nao,Raramente,Pesquisa e desenvolvimento,24,3,Outras,3702,Feminino,3,Diretor de pesquisa,Casado,63970,4,14,1,11,3,3,0,2
47,Nao,Raramente,Pesquisa e desenvolvimento,23,4,Ciencias da Vida,3703,Feminino,2,Executivo de vendas,Casado,62740,7,14,2,17,0,6,1,2
25,Sim,Raramente,Vendas,16,4,Ciencias da Vida,3704,Masculino,2,Pesquisador,Casado,198590,3,19,0,6,3,3,2,2
37,Nao,Nao,Vendas,8,4,Medica,3705,Masculino,1,Representante de Saude,Solteiro,75870,0,22,1,7,5,6,1,3
56,Nao,Raramente,Pesquisa e desenvolvimento,10,4,Outras,3706,Masculino,2,Representante de Vendas,Casado,42580,2,16,0,5,2,3,1,0
47,Nao,Raramente,Pesquisa e desenvolvimento,3,2,Medica,3707,Masculino,2,Tecnico de Laboratorio,Casado,43640,3,11,1,26,3,20,5,6
24,Nao,Raramente,Pesquisa e desenvolvimento,5,1,Outras,3708,Masculino,1,Diretor de Manufatura,Casado,43350,1,15,1,5,5,5,0,3
32,Nao,Raramente,Vendas,4,3,Marketing,3709,Masculino,1,Pesquisador,Casado,53260,4,14,1,7,2,4,0,3
34,Nao,Raramente,Pesquisa e desenvolvimento,9,2,Medica,3710,Masculino,1,Executivo de vendas,Casado,32800,5,13,0,7,3,5,0,2
41,Nao,Raramente,Pesquisa e desenvolvimento,26,3,Medica,3711,Feminino,3,Executivo de vendas,Casado,54850,2,17,2,7,2,4,0,3
40,Nao,Nao,Vendas,3,2,Ciencias da Vida,3712,Masculino,1,Executivo de vendas,Divorciado,43420,3,11,1,11,6,8,0,7
31,Nao,Raramente,Pesquisa e desenvolvimento,16,3,Medica,3713,Masculino,2,Recursos Humanos,Divorciado,27820,1,19,1,13,5,13,9,9
46,Sim,Raramente,Pesquisa e desenvolvimento,18,1,Medica,3714,Masculino,1,Diretor de Manufatura,Divorciado,59800,4,11,1,28,2,7,4,3
39,Sim,Nao,Pesquisa e desenvolvimento,2,4,Medica,3715,Masculino,2,Diretor de Manufatura,Solteiro,43810,2,15,2,11,1,1,0,0
31,Sim,Frequente,Vendas,2,3,Medica,3716,Masculino,2,Executivo de vendas,Solteiro,25720,1,13,3,10,3,10,4,7
45,Nao,Raramente,Vendas,10,2,Marketing,3717,Masculino,1,Executivo de vendas,Divorciado,38330,2,14,0,24,1,7,0,7
31,Nao,Raramente,Pesquisa e desenvolvimento,16,4,Ciencias da Vida,3718,Masculino,3,Recursos Humanos,Solteiro,42440,9,13,0,8,3,3,0,2
31,Sim,Frequente,Pesquisa e desenvolvimento,7,4,Ciencias da Vida,3719,Masculino,1,Tecnico de Laboratorio,Casado,65000,6,23,1,7,5,2,2,2
45,Nao,Raramente,Pesquisa e desenvolvimento,1,2,Ciencias da Vida,3720,Feminino,1,Pesquisador,Casado,184300,4,12,1,10,5,3,1,2
48,Nao,Raramente,Pesquisa e desenvolvimento,24,3,Formacao Tecnica,3721,Masculino,2,Pesquisador,Divorciado,16010,4,12,0,15,3,2,2,2
34,Sim,Raramente,Pesquisa e desenvolvimento,7,4,Medica,3722,Masculino,2,Pesquisador,Casado,26940,1,16,1,2,3,2,2,2
40,Nao,Nao,Pesquisa e desenvolvimento,25,4,Outras,3723,Feminino,1,Executivo de vendas,Divorciado,31490,2,15,1,16,1,9,4,8
28,Nao,Raramente,Pesquisa e desenvolvimento,1,2,Formacao Tecnica,3724,Feminino,1,Pesquisador,Solteiro,176390,0,13,1,6,0,5,1,3
44,Nao,Nao,Pesquisa e desenvolvimento,5,3,Ciencias da Vida,3725,Masculino,1,Tecnico de Laboratorio,Solteiro,23190,3,18,0,7,4,5,0,3
53,Nao,Raramente,Pesquisa e desenvolvimento,2,4,Formacao Tecnica,3726,Masculino,2,Gerente,Solteiro,116910,4,20,0,35,2,9,8,8
49,Nao,Raramente,Pesquisa e desenvolvimento,7,3,Ciencias da Vida,3727,Masculino,3,Tecnico de Laboratorio,Casado,53240,2,19,0,20,2,3,1,2
40,Nao,Raramente,Pesquisa e desenvolvimento,2,4,Ciencias da Vida,3728,Masculino,3,Tecnico de Laboratorio,Divorciado,167520,2,18,1,8,3,3,1,2
44,Nao,Raramente,Pesquisa e desenvolvimento,5,1,Outras,3729,Masculino,3,Pesquisador,Solteiro,52280,1,13,0,6,2,5,1,3
33,Nao,Frequente,Recursos Humanos,10,3,Medica,3730,Feminino,2,Executivo de vendas,Casado,27000,0,14,3,5,2,4,0,3
34,Nao,Raramente,Pesquisa e desenvolvimento,10,4,Ciencias da Vida,3731,Feminino,1,Representante de Vendas,Solteiro,192460,3,15,1,15,5,13,3,12
30,Nao,Raramente,Vendas,1,2,Formacao Tecnica,3732,Masculino,1,Tecnico de Laboratorio,Casado,25060,8,22,0,4,3,2,2,2
42,Nao,Frequente,Pesquisa e desenvolvimento,8,4,Medica,3733,Feminino,1,Executivo de vendas,Solteiro,60620,1,22,2,12,2,12,5,8
44,Nao,Frequente,Pesquisa e desenvolvimento,5,3,Ciencias da Vida,3734,Feminino,5,Diretor de Manufatura,Casado,43820,7,16,2,11,2,1,0,0
30,Nao,Nao,Pesquisa e desenvolvimento,8,3,Ciencias da Vida,3735,Masculino,1,Diretor de Manufatura,Divorciado,21430,1,17,1,1,2,1,0,0
57,Nao,Raramente,Vendas,2,1,Ciencias da Vida,3736,Masculino,3,Pesquisador,Casado,61620,0,14,0,13,5,12,2,8
49,Nao,Raramente,Pesquisa e desenvolvimento,7,3,Formacao Tecnica,3737,Feminino,2,Executivo de vendas,Divorciado,50940,3,15,0,29,5,8,0,7
34,Nao,Frequente,Pesquisa e desenvolvimento,2,4,Medica,3738,Feminino,2,Representante de Vendas,Divorciado,68770,7,20,0,16,3,14,6,9
28,Sim,Frequente,Pesquisa e desenvolvimento,2,3,Medica,3739,Masculino,1,Pesquisador,Casado,22740,3,20,1,5,5,3,1,2
29,Sim,Frequente,Pesquisa e desenvolvimento,28,3,Medica,3740,Feminino,5,Pesquisador,Solteiro,44340,5,17,3,7,1,5,0,0
34,Sim,Raramente,Pesquisa e desenvolvimento,7,1,Medica,3741,Masculino,1,Pesquisador,Solteiro,62880,0,15,1,16,2,15,10,10
35,Nao,Raramente,Vendas,7,4,Outras,3742,Feminino,4,Representante de Saude,Casado,25530,1,14,1,1,4,1,0,0
24,Sim,Frequente,Vendas,3,3,Ciencias da Vida,3743,Masculino,2,Pesquisador,Solteiro,76540,2,17,1,4,3,0,0,0
24,Nao,Nao,Pesquisa e desenvolvimento,10,3,Ciencias da Vida,3744,Feminino,2,Gerente,Casado,51600,1,17,1,1,3,1,0,0
44,Nao,Frequente,Pesquisa e desenvolvimento,5,2,Medica,3745,Feminino,2,Pesquisador,Solteiro,171590,5,22,1,16,1,2,2,2
29,Nao,Raramente,Vendas,10,2,Ciencias da Vida,3746,Feminino,1,Executivo de vendas,Divorciado,128080,1,13,0,10,6,10,0,4
30,Nao,Raramente,Pesquisa e desenvolvimento,1,2,Ciencias da Vida,3747,Masculino,3,Executivo de vendas,Divorciado,102210,0,19,1,6,2,5,1,3
55,Nao,Raramente,Vendas,20,3,Marketing,3748,Masculino,2,Pesquisador,Casado,47790,0,14,1,4,6,3,1,2
33,Nao,Raramente,Pesquisa e desenvolvimento,7,2,Ciencias da Vida,3749,Masculino,2,Pesquisador,Casado,37370,8,22,2,8,2,5,0,2
47,Nao,Raramente,Pesquisa e desenvolvimento,8,4,Medica,3750,Feminino,2,Representante de Vendas,Casado,23660,3,17,0,11,5,5,1,2
28,Sim,Frequente,Vendas,1,3,Marketing,3751,Masculino,2,Tecnico de Laboratorio,Solteiro,17060,7,12,0,8,3,0,0,0
28,Nao,Raramente,Vendas,8,4,Marketing,3752,Masculino,1,Tecnico de Laboratorio,Divorciado,163070,1,16,0,1,3,1,0,0
28,Nao,Frequente,Pesquisa e desenvolvimento,9,3,Ciencias da Vida,3753,Feminino,2,Executivo de vendas,Solteiro,59330,0,11,0,5,3,4,1,3
49,Nao,Raramente,Pesquisa e desenvolvimento,5,4,Ciencias da Vida,3754,Feminino,1,Pesquisador,Casado,34240,4,11,0,10,3,3,1,2
29,Nao,Frequente,Pesquisa e desenvolvimento,8,1,Medica,3755,Masculino,1,Pesquisador,Casado,40370,0,14,0,4,2,3,0,2
28,Nao,Raramente,Pesquisa e desenvolvimento,5,1,Formacao Tecnica,3756,Masculino,2,Tecnico de Laboratorio,Casado,25590,1,11,0,8,3,8,1,7
33,Nao,Raramente,Pesquisa e desenvolvimento,15,4,Ciencias da Vida,3757,Feminino,1,Executivo de vendas,Solteiro,62010,2,15,3,14,2,0,0,0
32,Nao,Raramente,Pesquisa e desenvolvimento,7,3,Ciencias da Vida,3758,Feminino,3,Tecnico de Laboratorio,Solteiro,44030,2,20,0,10,3,5,0,0
54,Nao,Frequente,Vendas,10,3,Ciencias da Vida,3759,Feminino,4,Pesquisador,Divorciado,37610,3,12,0,26,3,14,1,12
29,Sim,Raramente,Pesquisa e desenvolvimento,5,3,Ciencias da Vida,3760,Feminino,2,Pesquisador,Solteiro,109340,6,17,2,11,2,9,0,7
44,Nao,Raramente,Vendas,26,1,Marketing,3761,Masculino,1,Representante de Vendas,Casado,107610,3,11,1,24,5,20,14,17
39,Nao,Raramente,Vendas,6,1,Formacao Tecnica,3762,Feminino,2,Tecnico de Laboratorio,Solteiro,51750,4,17,1,9,2,2,2,2
46,Nao,Raramente,Pesquisa e desenvolvimento,4,2,Ciencias da Vida,3763,Masculino,3,Diretor de Manufatura,Casado,138260,8,11,0,23,1,13,5,1
35,Nao,Raramente,Pesquisa e desenvolvimento,23,4,Ciencias da Vida,3764,Masculino,2,Pesquisador,Solteiro,63340,1,14,0,11,2,11,3,3
23,Nao,Raramente,Pesquisa e desenvolvimento,2,4,Medica,3765,Feminino,2,Gerente,Solteiro,49360,0,19,1,5,2,4,1,2
40,Sim,Raramente,Pesquisa e desenvolvimento,2,3,Medica,3766,Masculino,2,Diretor de pesquisa,Solteiro,47750,3,15,1,15,3,5,1,0
34,Nao,Raramente,Recursos Humanos,2,3,Recursos Humanos,3767,Masculino,2,Diretor de Manufatura,Casado,28180,1,13,1,10,2,10,8,6
31,Sim,Frequente,Pesquisa e desenvolvimento,29,3,Ciencias da Vida,3768,Feminino,2,Representante de Saude,Solteiro,25150,1,14,0,7,3,7,7,7
50,Nao,Frequente,Pesquisa e desenvolvimento,6,3,Medica,3769,Masculino,1,Gerente,Solteiro,23420,1,12,1,32,2,32,13,9
34,Nao,Raramente,Vendas,25,5,Marketing,3770,Feminino,1,Pesquisador,Casado,41940,0,17,2,12,3,11,5,7
42,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Ciencias da Vida,3771,Feminino,1,Diretor de Manufatura,Casado,106850,4,11,3,4,2,1,0,0
37,Nao,Raramente,Pesquisa e desenvolvimento,2,2,Medica,3772,Masculino,1,Pesquisador,Casado,20220,1,12,0,10,1,10,3,7
29,Nao,Raramente,Pesquisa e desenvolvimento,1,3,Medica,3773,Feminino,1,Gerente,Casado,23140,3,13,0,9,5,7,0,7
33,Nao,Raramente,Pesquisa e desenvolvimento,1,1,Ciencias da Vida,3774,Masculino,1,Pesquisador,Solteiro,42560,1,13,3,5,1,5,0,2
45,Nao,Raramente,Vendas,3,3,Ciencias da Vida,3775,Masculino,3,Tecnico de Laboratorio,Casado,35800,4,20,1,8,1,5,0,3
42,Nao,Frequente,Recursos Humanos,1,4,Formacao Tecnica,3776,Masculino,2,Diretor de Manufatura,Casado,31620,2,17,2,24,1,20,13,9
40,Nao,Raramente,Vendas,10,1,Ciencias da Vida,3777,Feminino,1,Diretor de Manufatura,Casado,65240,0,13,1,9,2,8,7,1
33,Nao,Raramente,Pesquisa e desenvolvimento,9,3,Medica,3778,Feminino,2,Diretor de Manufatura,Casado,28990,1,17,0,15,3,15,5,7
40,Nao,Raramente,Vendas,5,5,Ciencias da Vida,3779,Masculino,1,Diretor de Manufatura,Solteiro,52310,1,12,2,21,4,21,7,7
24,Nao,Raramente,Vendas,10,2,Marketing,3780,Masculino,1,Diretor de Manufatura,Divorciado,23560,0,13,0,2,5,1,0,0
40,Nao,Nao,Pesquisa e desenvolvimento,7,3,Medica,3781,Masculino,1,Pesquisador,Divorciado,28000,3,12,2,8,0,2,2,2
45,Nao,Raramente,Pesquisa e desenvolvimento,4,3,Medica,3782,Feminino,3,Tecnico de Laboratorio,Divorciado,118360,1,22,0,10,2,10,7,7
35,Nao,Raramente,Pesquisa e desenvolvimento,10,1,Ciencias da Vida,3783,Masculino,1,Representante de Saude,Casado,109030,0,11,0,6,3,5,4,2
32,Nao,Raramente,Pesquisa e desenvolvimento,22,4,Medica,3784,Masculino,1,Executivo de vendas,Casado,29730,3,22,0,12,0,7,2,5
36,Nao,Raramente,Vendas,9,3,Marketing,3785,Feminino,4,Pesquisador,Solteiro,142750,3,18,1,7,5,3,1,2
48,Nao,Raramente,Pesquisa e desenvolvimento,12,4,Medica,3786,Masculino,1,Tecnico de Laboratorio,Divorciado,55620,8,13,1,18,2,8,7,7
29,Nao,Raramente,Pesquisa e desenvolvimento,23,4,Ciencias da Vida,3787,Feminino,2,Representante de Saude,Casado,45370,6,18,1,5,5,1,0,0
33,Nao,Raramente,Pesquisa e desenvolvimento,9,1,Medica,3788,Masculino,1,Representante de Saude,Casado,76420,2,20,1,8,2,2,2,2
30,Sim,Raramente,Pesquisa e desenvolvimento,1,3,Outras,3789,Masculino,3,Executivo de vendas,Casado,179240,1,13,2,10,2,10,6,7
38,Nao,Frequente,Vendas,9,3,Marketing,3790,Masculino,1,Diretor de Manufatura,Casado,52040,3,13,1,10,2,6,1,2
35,Nao,Raramente,Vendas,7,2,Ciencias da Vida,3791,Masculino,1,Executivo de vendas,Solteiro,22770,1,12,1,3,2,3,1,2
30,Nao,Raramente,Pesquisa e desenvolvimento,14,3,Formacao Tecnica,3792,Masculino,5,Diretor de pesquisa,Casado,27950,3,13,0,9,4,4,1,3
35,Sim,Raramente,Pesquisa e desenvolvimento,2,3,Medica,3793,Feminino,1,Pesquisador,Divorciado,25320,1,13,0,1,2,1,0,0
53,Sim,Raramente,Pesquisa e desenvolvimento,19,3,Ciencias da Vida,3794,Masculino,2,Gerente,Casado,25590,0,25,0,34,2,33,1,9
38,Sim,Raramente,Pesquisa e desenvolvimento,2,3,Medica,3795,Feminino,3,Executivo de vendas,Casado,49080,4,19,1,7,3,5,1,4
32,Nao,Nao,Pesquisa e desenvolvimento,10,4,Ciencias da Vida,3796,Feminino,5,Pesquisador,Casado,23800,4,13,0,9,5,6,1,2
48,Nao,Raramente,Pesquisa e desenvolvimento,2,5,Ciencias da Vida,3797,Masculino,1,Executivo de vendas,Casado,47650,8,12,1,10,4,8,7,6
34,Nao,Raramente,Pesquisa e desenvolvimento,3,3,Ciencias da Vida,3798,Masculino,2,Executivo de vendas,Solteiro,20440,1,11,0,1,2,1,0,0
55,Nao,Raramente,Pesquisa e desenvolvimento,11,1,Medica,3799,Feminino,1,Tecnico de Laboratorio,Casado,26930,1,18,0,36,6,36,2,13
34,Nao,Raramente,Pesquisa e desenvolvimento,2,2,Ciencias da Vida,3800,Masculino,2,Pesquisador,Casado,65860,9,18,1,9,3,2,2,1
26,Nao,Raramente,Pesquisa e desenvolvimento,4,3,Ciencias da Vida,3801,Masculino,1,Diretor de pesquisa,Casado,32940,1,11,0,1,6,1,0,0
38,Nao,Raramente,Vendas,14,2,Marketing,3802,Feminino,1,Executivo de vendas,Casado,41710,0,23,0,10,4,9,7,7
38,Nao,Raramente,Pesquisa e desenvolvimento,2,3,Ciencias da Vida,3803,Feminino,1,Diretor de Manufatura,Solteiro,27780,2,13,0,8,5,3,1,2
36,Nao,Raramente,Recursos Humanos,1,3,Recursos Humanos,3804,Masculino,1,Pesquisador,Solteiro,23770,6,13,2,15,3,1,0,0
29,Nao,Raramente,Pesquisa e desenvolvimento,10,3,Ciencias da Vida,3805,Masculino,1,Representante de Vendas,Solteiro,24040,1,17,0,10,3,10,1,5
35,Nao,Raramente,Vendas,12,2,Ciencias da Vida,3806,Feminino,2,Executivo de vendas,Solteiro,23180,3,19,0,10,4,5,0,4
39,Nao,Raramente,Vendas,2,2,Medica,3807,Feminino,1,Executivo de vendas,Casado,20080,2,12,0,11,3,7,7,6
29,Nao,Frequente,Pesquisa e desenvolvimento,5,1,Medica,3808,Feminino,1,Pesquisador,Divorciado,62440,1,22,0,6,3,6,1,3
50,Nao,Raramente,Pesquisa e desenvolvimento,4,2,Medica,3809,Feminino,1,Tecnico de Laboratorio,Casado,27990,4,12,1,27,0,1,0,0
23,Nao,Raramente,Pesquisa e desenvolvimento,7,2,Ciencias da Vida,3810,Feminino,3,Gerente,Casado,105520,2,11,0,4,2,2,2,2
36,Nao,Frequente,Vendas,21,3,Ciencias da Vida,3811,Masculino,2,Recursos Humanos,Casado,23290,3,15,0,9,2,3,0,2
42,Nao,Raramente,Pesquisa e desenvolvimento,8,2,Ciencias da Vida,3812,Feminino,5,Gerente,Solteiro,40140,8,13,1,24,3,1,0,1
35,Nao,Raramente,Vendas,4,3,Medica,3813,Feminino,2,Tecnico de Laboratorio,Casado,74030,1,12,1,10,4,10,6,8
34,Nao,Frequente,Pesquisa e desenvolvimento,25,1,Ciencias da Vida,3814,Feminino,1,Gerente,Casado,22590,1,14,0,8,2,8,7,7
40,Nao,Raramente,Pesquisa e desenvolvimento,1,4,Ciencias da Vida,3815,Masculino,2,Tecnico de Laboratorio,Casado,69320,1,13,0,5,5,5,1,2
43,Nao,Raramente,Pesquisa e desenvolvimento,1,1,Outras,3816,Masculino,1,Gerente,Divorciado,46780,5,25,1,8,0,6,0,2
35,Nao,Raramente,Vendas,6,3,Marketing,3817,Feminino,3,Representante de Vendas,Casado,135820,1,17,1,1,3,1,0,1
46,Nao,Raramente,Pesquisa e desenvolvimento,12,4,Formacao Tecnica,3818,Masculino,1,Tecnico de Laboratorio,Solteiro,23320,1,11,0,27,2,26,0,12
28,Sim,Raramente,Recursos Humanos,1,3,Medica,3819,Feminino,2,Tecnico de Laboratorio,Casado,24130,1,16,1,NA,2,1,0,0
